cell_name	gene_name	tissue_type	gene_id
Central memory CD4+ T cell	TSHZ2	Liver	ENSG00000182463
Central memory CD4+ T cell	SOCS3	Liver	ENSG00000184557
Plasmacytoid dendritic cell(pDC)	C12orf75	Liver	ENSG00000235162
Macrophage	APOE	Liver	ENSG00000130203
Effector memory T cell	AQP3	Liver	ENSG00000165272
Plasmacytoid dendritic cell(pDC)	LILRA4	Liver	ENSG00000276798
Plasmacytoid dendritic cell(pDC)	LILRA4	Liver	ENSG00000274185
Plasmacytoid dendritic cell(pDC)	LILRA4	Liver	ENSG00000277092
Plasmacytoid dendritic cell(pDC)	LILRA4	Liver	ENSG00000239961
Naive CD4 T cell	NOSIP	Liver	ENSG00000142546
Naive CD4 T cell	LEF1	Liver	ENSG00000138795
Central memory CD8+ T cell	TCF7	Liver	ENSG00000081059
Central memory CD8+ T cell	MYC	Liver	ENSG00000136997
Conventional dendritic cell 1(cDC1)	H4C3	Liver	ENSG00000197061
Naive CD4 T cell	TSHZ2	Liver	ENSG00000182463
Naive CD4 T cell	SELL	Liver	ENSG00000188404
Central memory CD8+ T cell	SELL	Liver	ENSG00000188404
Central memory CD8+ T cell	CCR7	Liver	ENSG00000126353
Regulatory T(Treg) cell	ARID5B	Liver	ENSG00000150347
Macrophage	MARCO	Liver	ENSG00000019169
Central memory CD8+ T cell	RCAN3	Liver	ENSG00000117602
Plasma cell	IGKC	Liver	ENSG00000211592
Macrophage	NUPR1	Liver	ENSG00000176046
Naive CD8+ T cell	SELL	Liver	ENSG00000188404
Conventional dendritic cell 2(cDC2)	HLA-DQA1	Liver	ENSG00000236418
Conventional dendritic cell 2(cDC2)	HLA-DQA1	Liver	ENSG00000225890
Conventional dendritic cell 2(cDC2)	HLA-DQA1	Liver	ENSG00000232062
Conventional dendritic cell 2(cDC2)	HLA-DQA1	Liver	ENSG00000228284
Conventional dendritic cell 2(cDC2)	HLA-DQA1	Liver	ENSG00000206305
Conventional dendritic cell 2(cDC2)	HLA-DQA1	Liver	ENSG00000196735
Naive CD8+ T cell	MYC	Liver	ENSG00000136997
Conventional dendritic cell 2(cDC2)	CD1C	Liver	ENSG00000158481
Macrophage	HMOX1	Liver	ENSG00000100292
Naive CD8+ T cell	CCR7	Liver	ENSG00000126353
Regulatory T(Treg) cell	RTKN2	Liver	ENSG00000182010
Regulatory T(Treg) cell	IL2RA	Liver	ENSG00000134460
Naive CD8+ T cell	MAL	Liver	ENSG00000172005
Conventional dendritic cell 1(cDC1)	CLEC9A	Liver	ENSG00000197992
Macrophage	SELENOP	Liver	ENSG00000250722
Regulatory T(Treg) cell	CORO1B	Liver	ENSG00000172725
Naive CD8+ T cell	TCF7	Liver	ENSG00000081059
Naive B cell	FCER2	Liver	ENSG00000104921
Conventional dendritic cell 2(cDC2)	FCER1A	Liver	ENSG00000179639
Central memory CD8+ T cell	TSHZ2	Liver	ENSG00000182463
Naive B cell	APLP2	Liver	ENSG00000084234
Naive B cell	IL4R	Liver	ENSG00000077238
Conventional dendritic cell 1(cDC1)	PTTG1	Liver	ENSG00000164611
Naive B cell	IGHD	Liver	ENSG00000278801
Naive B cell	IGHD	Liver	ENSG00000211898
Plasma cell	JCHAIN	Liver	ENSG00000132465
T cell	CD69	Liver	ENSG00000110848
CD8+ T cell	CD8A	Liver	ENSG00000153563
CD4+ T cell		Liver	
Immune cell	FCN1	Liver	ENSG00000085265
Cholangiocyte	EPCAM	Liver	ENSG00000119888
Immune cell	PTPRC	Liver	ENSG00000262418
Immune cell	PTPRC	Liver	ENSG00000081237
Immune cell	KLRF1	Liver	ENSG00000150045
Hepatocyte	ALB	Liver	ENSG00000163631
Mesenchymal cell	COL1A1	Liver	ENSG00000108821
Cholangiocyte	KRT7	Liver	ENSG00000135480
Endothelial cell	CLEC4G	Liver	ENSG00000182566
Mesenchymal cell	TIMP1	Liver	ENSG00000102265
Hepatocyte	TTR	Liver	ENSG00000118271
Mesenchymal cell	ACTA2	Liver	ENSG00000107796
Endothelial cell	PECAM1	Liver	ENSG00000261371
T‐killer cell	CD8A	Liver	ENSG00000153563
Pan‐T cell		Liver	
Regulatory T(Treg) cell		Liver	
Macrophage	CD163	Liver	ENSG00000177575
Dendritic cell	CLEC9A	Liver	ENSG00000197992
CD8 T cell	PDCD1	Liver	ENSG00000276977
CD8 T cell	PDCD1	Liver	ENSG00000188389
Regulatory T(Treg) cell		Liver	
Macrophage	CD68	Liver	ENSG00000129226
Macrophage		Liver	
Epithelial cell	SMAD4	Biliary tract	ENSG00000141646
Epithelial cell	NCAM1	Biliary tract	ENSG00000149294
Epithelial cell	BAP1	Biliary tract	ENSG00000163930
Epithelial cell		Biliary tract	
Epithelial cell	MUC5AC	Biliary tract	ENSG00000215182
Epithelial cell	MUC5AC	Biliary tract	ENSG00000283158
Epithelial cell	S100P	Biliary tract	ENSG00000163993
Epithelial cell		Biliary tract	
Epithelial cell	MUC6	Biliary tract	ENSG00000277518
Epithelial cell	MUC6	Biliary tract	ENSG00000277281
Epithelial cell	MUC6	Biliary tract	ENSG00000283350
Epithelial cell	MUC6	Biliary tract	ENSG00000184956
Hepatocyte	SLC17A5	Liver	ENSG00000119899
Exhausted T(Tex) cell	HMMR	Liver	ENSG00000072571
Exhausted T(Tex) cell	PCLAF	Liver	ENSG00000166803
Exhausted T(Tex) cell	TYMS	Liver	ENSG00000176890
Exhausted T(Tex) cell	UBE2C	Liver	ENSG00000175063
Exhausted T(Tex) cell	CD38	Liver	ENSG00000004468
Exhausted T(Tex) cell	PI3	Liver	ENSG00000124102
Natural killer cell	FCGR3A	Liver	ENSG00000203747
Exhausted T(Tex) cell	MKI67	Liver	ENSG00000148773
Natural killer cell	GZMB	Liver	ENSG00000100453
Exhausted T(Tex) cell	TOP2A	Liver	ENSG00000131747
Exhausted T(Tex) cell	CHI3L2	Liver	ENSG00000064886
Natural killer cell	GNLY	Liver	ENSG00000115523
Exhausted T(Tex) cell	IGLC3	Liver	ENSG00000211679
Sinusoidal endothelial cell	LYVE1	Fetal liver	ENSG00000133800
Monocyte-dendritic cell progenitor cell	CCR2	Fetal liver	ENSG00000121807
Macrophage-dendritic cell progenitor cell	CSF1R	Fetal liver	ENSG00000182578
Dendritic cell	CCR2	Fetal liver	ENSG00000121807
Megakaryocyte	ITGA2B	Fetal liver	ENSG00000005961
Megakaryocyte	GMFG	Fetal liver	ENSG00000130755
Dendritic cell	HLA-DRA	Fetal liver	ENSG00000277263
Dendritic cell	HLA-DRA	Fetal liver	ENSG00000234794
Dendritic cell	HLA-DRA	Fetal liver	ENSG00000226260
Dendritic cell	HLA-DRA	Fetal liver	ENSG00000230726
Dendritic cell	HLA-DRA	Fetal liver	ENSG00000227993
Dendritic cell	HLA-DRA	Fetal liver	ENSG00000228987
Dendritic cell	HLA-DRA	Fetal liver	ENSG00000206308
Dendritic cell	HLA-DRA	Fetal liver	ENSG00000204287
Endothelial cell	KDR	Fetal liver	ENSG00000128052
Erythroid progenitor cell	KIT	Fetal liver	ENSG00000157404
Megakaryocyte	PF4	Fetal liver	ENSG00000163737
Mesenchymal cell	PDGFRA	Fetal liver	ENSG00000134853
Macrophage	S100A8	Fetal liver	ENSG00000143546
T cell	CD3E	Fetal liver	ENSG00000198851
Mesenchymal cell	COL1A1	Fetal liver	ENSG00000108821
Stem cell	ITGA6	Fetal liver	ENSG00000091409
Mast cell	HDC	Fetal liver	ENSG00000140287
Artery cell	ITGA2	Fetal liver	ENSG00000164171
Early erythrocyte	BPGM	Fetal liver	ENSG00000172331
Monocyte-dendritic cell progenitor cell	CSF1R	Fetal liver	ENSG00000182578
Early erythrocyte	GYPA	Fetal liver	ENSG00000170180
Mesothelial cell	PDPN	Fetal liver	ENSG00000162493
Lymphoid cell	PTPRC	Fetal liver	ENSG00000262418
Lymphoid cell	PTPRC	Fetal liver	ENSG00000081237
Natural killer cell	CD3D	Fetal liver	ENSG00000167286
Erythroid progenitor cell	GATA1	Fetal liver	ENSG00000102145
Artery cell	ITGB4	Fetal liver	ENSG00000132470
Macrophage	CCR2	Fetal liver	ENSG00000121807
Stem cell	ITGB1	Fetal liver	ENSG00000150093
Hepatoblast	DAPK3	Fetal liver	ENSG00000167657
Monocyte	SELL	Fetal liver	ENSG00000188404
B cell	CD19	Fetal liver	ENSG00000177455
Cardiovascular cell	ITGB4	Fetal liver	ENSG00000132470
Vascular endothelial cell	ITGA2	Fetal liver	ENSG00000164171
Hematopoietic stem cell	PTPRC	Fetal liver	ENSG00000262418
Hematopoietic stem cell	PTPRC	Fetal liver	ENSG00000081237
Megakaryocyte	PTPRC	Fetal liver	ENSG00000262418
Megakaryocyte	PTPRC	Fetal liver	ENSG00000081237
T cell	CD3D	Fetal liver	ENSG00000167286
Primitive erythrocyte	GYPA	Fetal liver	ENSG00000170180
Primitive erythrocyte	HBE1	Fetal liver	ENSG00000213931
Vascular endothelial cell	ITGA3	Fetal liver	ENSG00000005884
Hepatocyte	HNF4A	Fetal liver	ENSG00000101076
Hepatocyte	FXYD1	Fetal liver	ENSG00000266964
B cell	PAX5	Fetal liver	ENSG00000196092
Vascular endothelial cell	ITGA2	Fetal liver	ENSG00000164171
Kupffer cell	CD68	Fetal liver	ENSG00000129226
Kupffer cell	C1QA	Fetal liver	ENSG00000173372
Erythroblast	TFRC	Fetal liver	ENSG00000072274
Megakaryocyte-erythroid-mast cell progenitor cell	GATA2	Fetal liver	ENSG00000179348
Myeloid progenitor cell	CD34	Fetal liver	ENSG00000174059
Hepatoblast	GJB1	Fetal liver	ENSG00000169562
Natural killer cell	CD3E	Fetal liver	ENSG00000198851
Endothelial cell	FLT4	Fetal liver	ENSG00000037280
Lymphoid cell	GMFG	Fetal liver	ENSG00000130755
Monocyte	S100A8	Fetal liver	ENSG00000143546
Portal vein cell	ITGA3	Fetal liver	ENSG00000005884
Myeloid cell	ITGA2B	Fetal liver	ENSG00000005961
Hepatoblast	HNF4A	Fetal liver	ENSG00000101076
Vascular endothelial cell	ITGA4	Fetal liver	ENSG00000115232
Vascular endothelial cell	ITGA3	Fetal liver	ENSG00000005884
Hepatic stellate cell	HGF	Fetal liver	ENSG00000019991
Megakaryocyte-erythroid-mast cell progenitor cell	GATA1	Fetal liver	ENSG00000102145
Neutrophil progenitor cell	MPO	Fetal liver	ENSG00000005381
Hematopoietic stem cell	SPINK2	Fetal liver	ENSG00000128040
Hepatocyte	GJB1	Fetal liver	ENSG00000169562
Hepatoblast	AFP	Fetal liver	ENSG00000081051
Cholangiocyte	SPP1	Fetal liver	ENSG00000118785
Macrophage	SELL	Fetal liver	ENSG00000188404
Monocyte	CCR2	Fetal liver	ENSG00000121807
Hematopoietic stem cell	CD34	Fetal liver	ENSG00000174059
Lymphoid cell	ITGA2B	Fetal liver	ENSG00000005961
Hepatoblast	FXYD1	Fetal liver	ENSG00000266964
Vascular endothelial cell	ITGA4	Fetal liver	ENSG00000115232
Hepatic stellate cell	DCN	Fetal liver	ENSG00000011465
Hematopoietic progenitor cell	CD34	Fetal liver	ENSG00000174059
Erythroid progenitor cell		Liver	
Hepatocyte	AFP	Fetal liver	ENSG00000081051
Lymphoid progenitor cell	CD7	Fetal liver	ENSG00000173762
Lymphoid progenitor cell	IL7R	Fetal liver	ENSG00000168685
Septum transversumal cell(STC)	NCAM1	Fetal liver	ENSG00000149294
Macrophage-dendritic cell progenitor cell	CCR2	Fetal liver	ENSG00000121807
Myeloid cell	PTPRC	Fetal liver	ENSG00000262418
Myeloid cell	PTPRC	Fetal liver	ENSG00000081237
Hematopoietic stem cell	GMFG	Fetal liver	ENSG00000130755
Myeloid progenitor cell	MPO	Fetal liver	ENSG00000005381
Hematopoietic progenitor cell	SPINK2	Fetal liver	ENSG00000128040
Septum transversumal cell(STC)	PDGFRA	Fetal liver	ENSG00000134853
Cholangiocyte	SOX9	Fetal liver	ENSG00000125398
Hepatocyte	ALB	Liver	ENSG00000163631
T cell		Liver	
Natural killer cell	HLA-E	Liver	ENSG00000206493
Natural killer cell	HLA-E	Liver	ENSG00000225201
Natural killer cell	HLA-E	Liver	ENSG00000236632
Natural killer cell	HLA-E	Liver	ENSG00000230254
Natural killer cell	HLA-E	Liver	ENSG00000229252
Natural killer cell	HLA-E	Liver	ENSG00000233904
Natural killer cell	HLA-E	Liver	ENSG00000204592
Exhausted T(Tex) cell	LAG3	Liver	ENSG00000089692
Exhausted T(Tex) cell	CD276	Liver	ENSG00000103855
Exhausted T(Tex) cell	TIGIT	Liver	ENSG00000181847
Natural killer cell		Liver	
Memory T cell	CD274	Liver	ENSG00000120217
Exhausted T(Tex) cell	CD8A	Liver	ENSG00000153563
T cell	HLA-E	Liver	ENSG00000206493
T cell	HLA-E	Liver	ENSG00000225201
T cell	HLA-E	Liver	ENSG00000236632
T cell	HLA-E	Liver	ENSG00000230254
T cell	HLA-E	Liver	ENSG00000229252
T cell	HLA-E	Liver	ENSG00000233904
T cell	HLA-E	Liver	ENSG00000204592
Exhausted T(Tex) cell	PDCD1LG2	Liver	ENSG00000197646
Hepatocyte	PPARG	Fetal liver	ENSG00000132170
Hepatocyte	SMAD1	Fetal liver	ENSG00000170365
Hepatocyte	NR1H2	Fetal liver	ENSG00000131408
Hepatocyte	SERPINA1	Liver	ENSG00000277377
Hepatocyte	SERPINA1	Liver	ENSG00000197249
Hepatocyte	HNF4A	Liver	ENSG00000101076
Hepatocyte	TGM2	Liver	ENSG00000198959
Hepatocyte	TTR	Liver	ENSG00000118271
Hepatocyte	FGB	Liver	ENSG00000171564
Hepatocyte	GATA6	Liver	ENSG00000141448
Hepatocyte	ALB	Liver	ENSG00000163631
Hepatocyte	AFP	Liver	ENSG00000081051
Hepatocyte	A2M	Liver	ENSG00000175899
Hepatocyte	GATA4	Liver	ENSG00000285109
Hepatocyte	GATA4	Liver	ENSG00000136574
Hepatocyte	SERPINA1	Liver	ENSG00000277377
Hepatocyte	SERPINA1	Liver	ENSG00000197249
Hepatocyte	HAVCR1	Liver	ENSG00000113249
Hepatocyte	DUOX2	Liver	ENSG00000140279
Hepatocyte	FOXA1	Liver	ENSG00000129514
Cancer stem cell	ANPEP	Liver	ENSG00000166825
Cancer stem cell		Liver	
Cancer stem cell	PROM1	Liver	ENSG00000007062
Cancer stem cell	THY1	Liver	ENSG00000154096
Cancer stem cell		Liver	
Cancer stem cell	CD44	Liver	ENSG00000026508
Cancer stem cell		Liver	
Epithelial cell		Liver	
Mesenchymal cell	SNAI3	Liver	ENSG00000185669
Mesenchymal cell	VIM	Liver	ENSG00000026025
Mesenchymal cell	CD44	Liver	ENSG00000026508
Epithelial cell		Liver	
Mesenchymal cell	SNAI1	Liver	ENSG00000124216
Mesenchymal cell	COL3A1	Liver	ENSG00000168542
Epithelial cell	CPED1	Liver	ENSG00000106034
Epithelial cell	TJP1	Liver	ENSG00000277401
Epithelial cell	TJP1	Liver	ENSG00000104067
Mesenchymal cell	ZEB1	Liver	ENSG00000148516
Mesenchymal cell	TWIST1	Liver	ENSG00000122691
Mesenchymal cell	ILK	Liver	ENSG00000166333
Cancer cell	ZAR1	Liver	ENSG00000182223
Stem cell	PROM1	Liver	ENSG00000007062
Stem cell		Liver	
Stem cell	THY1	Liver	ENSG00000154096
Stem cell	CD44	Liver	ENSG00000026508
Stem cell	CD24	Liver	ENSG00000272398
Pan‐T cell		Liver	
Pan‐T cell	CD3E	Liver	ENSG00000198851
Pan‐T cell	CD3D	Liver	ENSG00000167286
Cholangiocyte	ACE2	Liver	ENSG00000130234
Epithelial cell	KRT126P	Liver	ENSG00000257402
Hepatic cell	HP	Liver	ENSG00000257017
Hepatic cell	APOE	Liver	ENSG00000130203
Hepatic cell	TF	Liver	ENSG00000091513
Hepatic cell	ASS1	Liver	ENSG00000130707
Hepatic cell		Liver	
Hepatic cell	APOB	Liver	ENSG00000084674
Hepatic cell	CYP2E1	Liver	ENSG00000130649
Hepatic cell	PCK1	Liver	ENSG00000124253
Hepatic cell	ALB	Liver	ENSG00000163631
Hepatic cell	ASGR1	Liver	ENSG00000141505
Regulatory T(Treg) cell	FOXP3	Liver	ENSG00000049768
Macrophage	CD68	Liver	ENSG00000129226
Macrophage		Liver	
Macrophage	FCGR2A	Liver	ENSG00000143226
Dendritic cell	CLEC4C	Liver	ENSG00000198178
Dendritic cell		Liver	
Myeloid cell	FCGR3A	Liver	ENSG00000203747
Dendritic cell	THBD	Liver	ENSG00000178726
Cancer stem cell	THY1	Liver	ENSG00000154096
Cancer stem cell	POU5F1	Liver	ENSG00000206454
Cancer stem cell	POU5F1	Liver	ENSG00000237582
Cancer stem cell	POU5F1	Liver	ENSG00000229094
Cancer stem cell	POU5F1	Liver	ENSG00000230336
Cancer stem cell	POU5F1	Liver	ENSG00000235068
Cancer stem cell	POU5F1	Liver	ENSG00000233911
Cancer stem cell	POU5F1	Liver	ENSG00000204531
Cancer stem cell	ABCB5	Liver	ENSG00000004846
Cancer stem cell	PROM1	Liver	ENSG00000007062
Cancer stem cell	CD44	Liver	ENSG00000026508
Cancer stem cell	KRT19	Liver	ENSG00000171345
Cancer stem cell	ANPEP	Liver	ENSG00000166825
Cancer stem cell		Liver	
Cancer stem cell		Liver	
Cancer stem cell		Liver	
Cancer stem cell		Liver	
Cancer stem cell	PTPRC	Liver	ENSG00000262418
Cancer stem cell	PTPRC	Liver	ENSG00000081237
TIM-1+ Regulatory B cell	CD38	Liver	ENSG00000004468
TIM-1+ Regulatory B cell	CD5	Liver	ENSG00000110448
PD-1hi Regulatory B cell	CD27	Liver	ENSG00000139193
PD-1hi Regulatory B cell	CD5	Liver	ENSG00000110448
Plasmablast	CD19	Liver	ENSG00000177455
Plasmablast	CD38	Liver	ENSG00000004468
Memory CD27- B cell	CD19	Liver	ENSG00000177455
Pro-B cell	CD34	Liver	ENSG00000174059
Naive B cell	CD27	Liver	ENSG00000139193
T helper 17(Th17) cell	RORC	Liver	ENSG00000143365
Plasmablast	CD27	Liver	ENSG00000139193
Pre-B cell	CD34	Liver	ENSG00000174059
Pro-B cell	CD19	Liver	ENSG00000177455
T helper 1(Th1) cell	STAT4	Liver	ENSG00000138378
Naive B cell	CD19	Liver	ENSG00000177455
Plasmablast	MME	Liver	ENSG00000196549
Terminal differentiated B cell		Liver	
Cytotoxic T helper 1 cell	CXCR3	Liver	ENSG00000186810
Pre-B cell	CD19	Liver	ENSG00000177455
T helper 1(Th1) cell	IFNG	Liver	ENSG00000111537
Memory CD27+ B cell	CD27	Liver	ENSG00000139193
Memory CD27+ B cell		Liver	
Pre-B cell	MME	Liver	ENSG00000196549
Cytotoxic T cell	GZMK	Liver	ENSG00000113088
Pro-B cell	MME	Liver	ENSG00000196549
Pre-B cell		Liver	
Cytotoxic T helper 1 cell	IFNG	Liver	ENSG00000111537
Terminal differentiated B cell	MME	Liver	ENSG00000196549
Pro-B cell		Liver	
Memory CD27- B cell		Liver	
Pre-B cell		Liver	
Memory CD27+ B cell	MME	Liver	ENSG00000196549
Memory CD27- B cell	MME	Liver	ENSG00000196549
Pro-B cell		Liver	
Memory CD27+ B cell	CD19	Liver	ENSG00000177455
Memory CD27+ B cell	CD38	Liver	ENSG00000004468
T helper 17(Th17) cell	RORA	Liver	ENSG00000069667
Naive B cell	MME	Liver	ENSG00000196549
Cytotoxic T cell	GZMA	Liver	ENSG00000145649
Naive B cell		Liver	
Plasmablast		Liver	
T helper 17(Th17) cell	CCR6	Liver	ENSG00000112486
Memory CD27- B cell	CD27	Liver	ENSG00000139193
T helper 17(Th17) cell	IL23R	Liver	ENSG00000162594
Terminal differentiated B cell	CD19	Liver	ENSG00000177455
Terminal differentiated B cell	CD27	Liver	ENSG00000139193
Effector T(Teff) cell		Liver	
Effector T(Teff) cell	CD8A	Liver	ENSG00000153563
T cell	ENTPD1	Liver	ENSG00000138185
Effector T(Teff) cell	TNFRSF9	Liver	ENSG00000049249
Epithelial cell	EPCAM	Liver	ENSG00000119888
Endothelial cell	PECAM1	Liver	ENSG00000261371
T cell	CD7	Liver	ENSG00000173762
T cell	CD2	Liver	ENSG00000116824
B cell	CD79B	Liver	ENSG00000007312
Epithelial cell	KRT19	Liver	ENSG00000171345
T cell	CD3E	Liver	ENSG00000198851
Hepatic progenitor cell		Liver	
B cell	RALY	Liver	ENSG00000125970
Sinusoidal cell	ITGB1	Liver	ENSG00000150093
Mesenchymal cell	COL1A1	Liver	ENSG00000108821
Endothelial cell	CD34	Liver	ENSG00000174059
Hepatic progenitor cell	EPCAM	Liver	ENSG00000119888
Hepatic progenitor cell	CD24	Liver	ENSG00000272398
B cell	HMGB2	Liver	ENSG00000164104
Hepatic progenitor cell	SOX9	Liver	ENSG00000125398
Hepatic progenitor cell	JAG1	Liver	ENSG00000101384
Sinusoidal cell	CLEC4M	Liver	ENSG00000104938
T cell	CD3D	Liver	ENSG00000167286
Macrophage	CD163	Liver	ENSG00000177575
B cell	HMGB1	Liver	ENSG00000189403
Hepatic progenitor cell	KRT19	Liver	ENSG00000171345
Mesenchymal cell	PDGFRA	Liver	ENSG00000134853
Epithelial cell	ALB	Liver	ENSG00000163631
T cell	CD69	Liver	ENSG00000110848
Macrophage	CD14	Liver	ENSG00000170458
Mesenchymal cell	ACTA2	Liver	ENSG00000107796
Mesenchymal cell	PDGFRB	Liver	ENSG00000113721
Mesenchymal cell	COL1A2	Liver	ENSG00000164692
Macrophage	CD68	Liver	ENSG00000129226
B cell	CD79A	Liver	ENSG00000105369
Epithelial cell	KRT7	Liver	ENSG00000135480
Epithelial cell	KRT18	Liver	ENSG00000111057
Hepatic progenitor cell	TACSTD2	Liver	ENSG00000184292
Innate lymphoid cell	NCR1	Liver	ENSG00000277334
Innate lymphoid cell	NCR1	Liver	ENSG00000275521
Innate lymphoid cell	NCR1	Liver	ENSG00000276450
Innate lymphoid cell	NCR1	Liver	ENSG00000278025
Innate lymphoid cell	NCR1	Liver	ENSG00000277442
Innate lymphoid cell	NCR1	Liver	ENSG00000275637
Innate lymphoid cell	NCR1	Liver	ENSG00000278362
Innate lymphoid cell	NCR1	Liver	ENSG00000275156
Innate lymphoid cell	NCR1	Liver	ENSG00000273535
Innate lymphoid cell	NCR1	Liver	ENSG00000189430
Innate lymphoid cell	ITGA1	Liver	ENSG00000213949
Innate lymphoid cell	NCAM1	Liver	ENSG00000149294
Epithelial-mesenchymal cell		Liver	
Epithelial-mesenchymal cell	TWIST1	Liver	ENSG00000122691
Cancer-associated fibroblast		Liver	
Cancer-associated fibroblast		Liver	
Cancer-associated fibroblast	S100A4	Liver	ENSG00000196154
Epithelial-mesenchymal cell		Liver	
Cancer-associated fibroblast	FAP	Liver	ENSG00000078098
Cancer-associated fibroblast	S100A4	Liver	ENSG00000196154
Cancer-associated fibroblast		Liver	
Kupffer-like cell	VSIG4	Liver	ENSG00000155659
Macrophage	CXCL9	Liver	ENSG00000138755
Macrophage	CXCL10	Liver	ENSG00000169245
Macrophage	IL1B	Liver	ENSG00000125538
Cancer stem cell	PROM1	Liver	ENSG00000007062
Endothelial progenitor cell	PROM1	Liver	ENSG00000007062
Endothelial progenitor cell	PROM1	Liver	ENSG00000007062
Pericyte	RGS5	Liver	ENSG00000232995
Pericyte	RGS5	Liver	ENSG00000143248
Pericyte	CSPG4	Liver	ENSG00000173546
Scar‐associated macrophage (SAM)	CD9	Liver	ENSG00000010278
Scar‐associated macrophage (SAM)	TREM2	Liver	ENSG00000095970
Scar‐associated macrophage (SAM)	CAPG	Liver	ENSG00000042493
Scar‐associated macrophage (SAM)	GPNMB	Liver	ENSG00000136235
Hepatocyte	ASGR1	Liver	ENSG00000141505
Hepatocyte	ALB	Liver	ENSG00000163631
Naive T(Th0) cell	CCR7	Liver	ENSG00000126353
Naive T(Th0) cell		Liver	
Terminally differentiated effector memory T cell		Liver	
Central memory T cell	CCR7	Liver	ENSG00000126353
Fibroblast	FAP	Bile duct	ENSG00000078098
Fibroblast		Bile duct	
Sinusoidal endothelial cell	FCGR2B	Liver	ENSG00000072694
Sinusoidal endothelial cell	STAB2	Liver	ENSG00000136011
Endothelial cell	PECAM1	Liver	ENSG00000261371
Sinusoidal endothelial cell	CLEC4M	Liver	ENSG00000104938
Sinusoidal endothelial cell	DNASE1L3	Liver	ENSG00000163687
Sinusoidal endothelial cell	CLEC4G	Liver	ENSG00000182566
Sinusoidal endothelial cell	FCGR2B	Liver	ENSG00000072694
Sinusoidal endothelial cell	F8	Liver	ENSG00000185010
Sinusoidal endothelial cell	CLEC1B	Liver	ENSG00000165682
Endothelial cell	CDH5	Liver	ENSG00000179776
Sinusoidal endothelial cell	MRC1	Liver	ENSG00000260314
Endothelial cell	KDR	Liver	ENSG00000128052
Sinusoidal endothelial cell	FCN2	Liver	ENSG00000160339
Sinusoidal endothelial cell	LYVE1	Liver	ENSG00000133800
Sinusoidal endothelial cell	GPR182	Liver	ENSG00000166856
Sinusoidal endothelial cell	OIT3	Liver	ENSG00000138315
Sinusoidal endothelial cell	FCN3	Liver	ENSG00000142748
Hepatic stellate cell		Liver	
Myofibroblast		Liver	
Hepatic stellate cell		Liver	
Hepatic stellate cell		Liver	
Hepatic stellate cell		Liver	
Hepatic stellate cell		Liver	
Myofibroblast		Liver	
Hepatic stellate cell		Liver	
Myofibroblast		Liver	
Hepatic stellate cell		Liver	
T cell		Liver	
T cell		Liver	
T cell	MYC	Liver	ENSG00000136997
Biliary cell	CFTR	Liver	ENSG00000001626
Biliary cell	EPCAM	Liver	ENSG00000119888
Somatic stem cell	PROM1	Liver	ENSG00000007062
Cholangiocyte	GGT1	Liver	ENSG00000100031
Cholangiocyte	KRT7	Liver	ENSG00000135480
Cholangiocyte	HNF1B	Liver	ENSG00000276194
Cholangiocyte	HNF1B	Liver	ENSG00000275410
Biliary cell	KRT7	Liver	ENSG00000135480
Somatic stem cell	NCAM1	Liver	ENSG00000149294
Somatic stem cell	TACSTD2	Liver	ENSG00000184292
Cholangiocyte	KRT19	Liver	ENSG00000171345
Cholangiocyte	SOX9	Liver	ENSG00000125398
Biliary cell	KRT19	Liver	ENSG00000171345
Somatic stem cell	LGR5	Liver	ENSG00000139292
Gallbladder cell	SOX17	Liver	ENSG00000164736
Cholangiocyte	CFTR	Liver	ENSG00000001626
Cholangiocyte	LCN2	Liver	ENSG00000148346
Cholangiocyte	ELF3	Liver	ENSG00000163435
Cholangiocyte	FXYD2	Liver	ENSG00000137731
Monocyte	CD163	Liver	ENSG00000177575
Monocyte	CD40	Liver	ENSG00000101017
Monocyte	CD83	Liver	ENSG00000112149
Cancer-associated fibroblast	COL1A1	Liver	ENSG00000108821
Fibroblast	NDUFA4L2	Liver	ENSG00000185633
Endothelial cell	VWF	Liver	ENSG00000110799
Epithelial cell	KRT8	Liver	ENSG00000170421
Fibroblast	RGS5	Liver	ENSG00000232995
Fibroblast	RGS5	Liver	ENSG00000143248
Epithelial cell	KRT18	Liver	ENSG00000111057
Epithelial cell	EPCAM	Liver	ENSG00000119888
Cancer-associated fibroblast	SFRP4	Liver	ENSG00000106483
Cancer-associated fibroblast	FBLN1	Liver	ENSG00000077942
Hepatocyte	SERPINA1	Liver	ENSG00000277377
Hepatocyte	SERPINA1	Liver	ENSG00000197249
Endothelial cell	ENG	Liver	ENSG00000106991
Hepatocyte	ALB	Liver	ENSG00000163631
Cancer-associated fibroblast	DCN	Liver	ENSG00000011465
Endothelial cell	PECAM1	Liver	ENSG00000261371
Cancer-associated fibroblast	LUM	Liver	ENSG00000139329
Natural killer cell	NCAM1	Liver	ENSG00000149294
Regulatory T(Treg) cell		Liver	
Regulatory T(Treg) cell	ENTPD1	Liver	ENSG00000138185
Regulatory T(Treg) cell	TIGIT	Liver	ENSG00000181847
Epithelial cell		Blood vessel	
Endothelial cell	STAB1	Blood vessel	ENSG00000010327
Endothelial cell	LYVE1	Blood vessel	ENSG00000133800
